,query,nfr,nfr_id
174,dispute application must conform legal requirement specified regulation e regulation z govern credit card dispute processing,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
678,system shall ability add new user notification method developing plugging software necessary support new method new user notification method shall require change core software system allow introduction,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
673,user shall able nominate preferred language entering personal information,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
673,user shall able nominate preferred language entering personal information,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
678,system shall ability add new user notification method developing plugging software necessary support new method new user notification method shall require change core software system allow introduction,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
673,user shall able nominate preferred language entering personal information,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
671,provision shall made future usage multiple language,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
674,piece text might displayed user shall reside program source code every piece text user might see must modifiable without changing source code user visible text hard coded,flexibility,12
672,structure data store shall multi lingual support shall necessitate additional component need replace current component,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
676,course curriculum management system shall allow multiple independent course offered multiple scheduled offering information course shall rigorously separated user shall able view otherwise access information course connected,flexibility,12
675,billing system shall able process invoice payment multiple different currency currency conversion calculation detailed business rule enforced functional requirement,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
677,employee benefit system shall suitable use abc corporation office country abc corporation operates assumed user system speak common language translation multiple language user interface report documentation business material necessary,flexibility,12
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
668,product designed run business office intent version run manufacturing assembly plant,portability,7
53,product expected run window ce palm operating system,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
667,product targeted sale next year european market,portability,7
668,product designed run business office intent version run manufacturing assembly plant,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
53,product expected run window ce palm operating system,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
666,time zone shall obvious user whenever time element displayed,portability,7
53,product expected run window ce palm operating system,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
53,product expected run window ce palm operating system,portability,7
666,time zone shall obvious user whenever time element displayed,portability,7
53,product expected run window ce palm operating system,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
668,product designed run business office intent version run manufacturing assembly plant,portability,7
667,product targeted sale next year european market,portability,7
53,product expected run window ce palm operating system,portability,7
668,product designed run business office intent version run manufacturing assembly plant,portability,7
667,product targeted sale next year european market,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
53,product expected run window ce palm operating system,portability,7
667,product targeted sale next year european market,portability,7
666,time zone shall obvious user whenever time element displayed,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
53,product expected run window ce palm operating system,portability,7
668,product designed run business office intent version run manufacturing assembly plant,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
667,product targeted sale next year european market,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
669,system shall developed microsoft vista macintosh operating system platform,portability,7
667,product targeted sale next year european market,portability,7
665,timestamps recorded transaction processing system shall utc universal time coordinated placed permanent storage,portability,7
670,homeaccounting software may ported personal computer workstation environment supporting least 16 bit color 15 inch display monitor achieving specfp95 benchmark rating least 5 0 data storage capacity least 8 mb,portability,7
402,website shall achieve 99 5 time,availability,3
79,system shall achieve 95 time,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
3,product shall available normal business hour long user access client pc system available 99 time first six month operation,availability,3
566,product shall available 99 time rationale avoid service interruption busiest customer service response period product shall available 99 99 time regular business day,availability,3
640,new installation system shall available first time use within 24 hour start install,availability,3
641,online registration system shall permit backing registration database registration activity going,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
549,system must available use 7 00am 11 59pm day year,availability,3
566,product shall available 99 time rationale avoid service interruption busiest customer service response period product shall available 99 99 time regular business day,availability,3
639,unless system non operational system shall present user notification informing system unavailable,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
402,website shall achieve 99 5 time,availability,3
3,product shall available normal business hour long user access client pc system available 99 time first six month operation,availability,3
403,movie shall streamed demand time day,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
79,system shall achieve 95 time,availability,3
607,application shall downtime 10 minute per year,availability,3
549,system must available use 7 00am 11 59pm day year,availability,3
79,system shall achieve 95 time,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
639,unless system non operational system shall present user notification informing system unavailable,availability,3
42,product shall available use 24 hour per day 365 day per year,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
79,system shall achieve 95 time,availability,3
497,product shall available 24 hour per day seven day per week,availability,3
566,product shall available 99 time rationale avoid service interruption busiest customer service response period product shall available 99 99 time regular business day,availability,3
607,application shall downtime 10 minute per year,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
472,defect report available technical unit 24x7 basis,availability,3
220,product shall adhere corporate online availability schedule application brought within 98 scheduled outage per availability schedule,availability,3
472,defect report available technical unit 24x7 basis,availability,3
607,application shall downtime 10 minute per year,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
472,defect report available technical unit 24x7 basis,availability,3
641,online registration system shall permit backing registration database registration activity going,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
423,velkat staff available phone support 7am 7pm f provide technical support izogn administrator,availability,3
42,product shall available use 24 hour per day 365 day per year,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
79,system shall achieve 95 time,availability,3
640,new installation system shall available first time use within 24 hour start install,availability,3
588,wcs system shall available time long ibm internal intranet w3 accessible wcs system available 95 time ibm internal intranet w3 available,availability,3
472,defect report available technical unit 24x7 basis,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
636,cif system shall achieve 99 5 time,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
641,online registration system shall permit backing registration database registration activity going,availability,3
403,movie shall streamed demand time day,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
402,website shall achieve 99 5 time,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
588,wcs system shall available time long ibm internal intranet w3 accessible wcs system available 95 time ibm internal intranet w3 available,availability,3
549,system must available use 7 00am 11 59pm day year,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
293,aside server failure software product shall achieve 99 99 time,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
566,product shall available 99 time rationale avoid service interruption busiest customer service response period product shall available 99 99 time regular business day,availability,3
497,product shall available 24 hour per day seven day per week,availability,3
293,aside server failure software product shall achieve 99 99 time,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
641,online registration system shall permit backing registration database registration activity going,availability,3
42,product shall available use 24 hour per day 365 day per year,availability,3
613,rf system available 24 7 especially budgeting period rf system shall available 90 time year 98 budgeting period 2 time system become available within 1 hour time situation reported,availability,3
639,unless system non operational system shall present user notification informing system unavailable,availability,3
3,product shall available normal business hour long user access client pc system available 99 time first six month operation,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
423,velkat staff available phone support 7am 7pm f provide technical support izogn administrator,availability,3
220,product shall adhere corporate online availability schedule application brought within 98 scheduled outage per availability schedule,availability,3
79,system shall achieve 95 time,availability,3
293,aside server failure software product shall achieve 99 99 time,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
588,wcs system shall available time long ibm internal intranet w3 accessible wcs system available 95 time ibm internal intranet w3 available,availability,3
423,velkat staff available phone support 7am 7pm f provide technical support izogn administrator,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
43,1000 access system system available 999 time,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
472,defect report available technical unit 24x7 basis,availability,3
637,mortgage amortization schedule shall available customer within 15 second 95 time requested remaining time available within 20 second,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
221,product shall achieve 98 uptime product shall fail 2 available online time,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
634,online payment system shall available use hour 6 00 11 00 p cst,availability,3
403,movie shall streamed demand time day,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
549,system must available use 7 00am 11 59pm day year,availability,3
423,velkat staff available phone support 7am 7pm f provide technical support izogn administrator,availability,3
641,online registration system shall permit backing registration database registration activity going,availability,3
3,product shall available normal business hour long user access client pc system available 99 time first six month operation,availability,3
635,online payment system shall achieve 100 hour mtbf mean time failure,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
566,product shall available 99 time rationale avoid service interruption busiest customer service response period product shall available 99 99 time regular business day,availability,3
548,system shall high availability every day year system must available use 12 00am 6 00pm day year,availability,3
423,velkat staff available phone support 7am 7pm f provide technical support izogn administrator,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
403,movie shall streamed demand time day,availability,3
472,defect report available technical unit 24x7 basis,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
421,system provide 24 hour 800 toll free number support customer,availability,3
42,product shall available use 24 hour per day 365 day per year,availability,3
588,wcs system shall available time long ibm internal intranet w3 accessible wcs system available 95 time ibm internal intranet w3 available,availability,3
472,defect report available technical unit 24x7 basis,availability,3
401,website shall available use 24 hour per day 365 day per year,availability,3
638,automated teller machine shall least 99 0 percent available weekday 6 00 11 00 p local time machine shall least 99 95 percent available weekday 4 00 p 6 00 p local time,availability,3
402,website shall achieve 99 5 time,availability,3
